,label,area,largest_area,number_of_elems,perimeter,aspect_ratio,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,skew_r,skew_g,skew_b
0,9,14784.0,14784.0,1,612.0142797231674,0.5351837286614027,25.335597848015926,58.941926910299,69.72784053156145,24.259003322259137,10.790648234015995,7.745225663972968,11.30716529668248,1.7968236690959452,1.0254660138682747,1.9669224779715206
0,9,13276.0,13276.0,1,583.1858528852463,1.7514788496219558,25.618088204692086,54.576642883965455,64.80630867442734,30.06180998873451,8.842055211503036,10.320531291255556,9.69848148037129,0.4535214305702441,-0.9461692556650271,-0.7204456151381561
0,9,7175.5,2476.0,4,216.5096663236618,1.21924592145473,6.532845879950299,53.28766759591132,62.66985264834727,36.7380857560069,7.8470174950903715,7.732192093798082,9.046806932682587,0.710982602750199,-0.030223214940312704,0.012193809057846708
0,9,10695.0,5387.0,2,306.3919162750244,1.3292683396203373,8.77756020184026,58.7034213631001,69.64007623196298,36.56865414284418,6.566122528682837,7.122096100622354,7.774949670318216,0.3083480964850589,-0.3855430134366657,0.5298175214098413
0,9,9564.5,9564.5,1,498.3746700286865,2.3784151268251157,25.968666603189103,58.79096391699888,69.31248083409997,30.52887662271287,7.739296527732663,6.934247826208488,7.829194639310148,1.0773617257239751,0.028760583480609028,-0.05529149117747791
0,9,8569.5,6628.0,4,1052.2884454727173,0.71596240063349,129.21535357668333,57.908780903665814,69.67721653878942,32.1268115942029,9.176480349700167,10.580554519509988,9.376463194727641,0.3512051008845112,-0.20176922993401306,0.3568246146193214
0,9,10577.0,4549.5,4,298.8355669975281,0.8651515641773319,8.443102590785108,55.61946165942096,65.71260752936824,36.451022107113126,6.250856681769497,7.134165398761982,7.445897210866294,0.9163895674886516,-0.31496743325480225,0.1805610403983309
0,9,13791.0,13791.0,1,586.7005712985992,2.3440000407415056,24.959579462120423,59.781218852342306,70.4577103801794,30.57532393564004,8.178760158038289,7.084367699095418,7.374870103746741,1.4463856018516354,0.12279587308402994,1.2851580197481458
0,9,6323.0,2673.5,3,217.58073377609253,1.0011441281985247,7.487169968455299,54.05455915599096,63.57633760361718,37.89058025621703,7.263687280863075,6.551127367257473,6.913771424310554,0.9202106168080674,0.34554708117470273,0.03626139763821681
0,9,7524.0,5165.5,3,616.399055480957,1.2117404702693635,50.498112120921846,56.563828416849155,69.21177379878912,34.03104469921422,8.323758600267917,9.345307546495153,9.25239379623702,0.4150692034422628,0.11296765454154357,0.5639192558576375
0,9,11642.0,11642.0,1,515.9310191869736,2.260369698030691,22.86418283450518,67.9692424370102,79.9317434903514,31.799696637734897,7.8345782456992685,6.892710339260424,7.8950245769423,0.9074183202799531,-0.8703386914458504,1.8475911029619232
0,9,7579.5,3307.5,3,278.8355665206909,0.6213857388538326,10.257836685390151,59.940259086907304,71.07118601433783,39.42736762671362,7.653617923611286,7.3379333495727925,7.825941054599603,1.2526443728405594,-0.21192391087126813,0.2695953652874121
0,9,6552.5,3045.5,3,225.0365777015686,1.134328305325031,7.728570973465719,56.99663250366032,68.57086383601757,37.09648609077599,6.685016599253615,5.640202922314536,7.475420099313934,1.5633533248282325,0.4628426838289585,0.43171725350645135
0,9,13893.5,13893.5,1,631.9970331192017,0.4350864933037603,28.748713417891338,55.49526198439242,66.58793199554069,26.427327201783722,9.579988308471467,10.110292798555413,8.467864207610761,-1.167207923158387,-3.4341614956156437,0.04227034940786624
0,9,11860.5,11643.5,2,532.8010770082474,2.2538055968485624,23.93465601459874,51.57990264829635,61.45235541621978,30.125402194538406,8.17062326799511,6.748408895899646,7.641908239643544,1.1009485351121502,-0.0332586793371284,0.33938249753127936
0,9,7365.5,3931.0,2,504.014279961586,1.9556569777857746,34.48922604102858,53.3430096329081,64.84379067951055,32.39494923197084,7.908988042305462,7.1265255501543265,9.515821681777167,0.6516004892856399,0.06606012185606154,0.18000418634522194
0,9,7467.0,3029.0,3,231.13708305358887,1.1909723122741498,7.154727623211683,55.99577410679985,68.1805608912793,34.81943910872071,6.9140383502562,7.098482260041182,8.499586885498514,0.7056993294273454,-0.02865279134166013,0.5113948423338287
0,9,12599.0,7072.5,2,361.6051194667816,0.9285713515029056,10.378463562551426,64.4615741098324,76.22483973121186,37.11778790453387,6.386919616598943,6.879034540384595,8.836523128115024,0.5243278773868119,-0.4743480538435351,-0.12443075939436427
0,9,13649.0,13649.0,1,604.0142796039581,2.253403040248884,26.729668837679572,51.27373817604159,60.64459527763737,32.83074590223121,7.579702662538726,6.805959477346891,8.710652194312857,1.4299669381343942,0.20496132704241538,0.23403856681953147
0,9,12548.5,12548.5,1,585.2863576412201,0.45871238581354706,27.29888994229798,58.736759881268554,68.5810029682862,29.292454304015,8.452144713489142,6.9918073105183725,10.602808486987305,1.446912345055889,0.4138384134216378,0.5119510175205803
0,9,12413.0,6250.5,2,329.94826459884644,1.141687458618071,8.770309942140528,53.209883354350566,62.585356242118536,32.901008827238336,6.9750957668973985,5.442201455539423,7.51017419975335,1.2466019636657255,0.43901732171340957,0.28132586606726145
0,9,10135.0,5502.5,3,302.1492757797241,1.0450302400587508,9.007813009789027,52.482437619961615,62.010172744721686,30.21813819577735,7.691245528626516,7.103991212057107,8.561156149393565,1.928928419766386,0.7040574926738543,0.6886502350205068
0,9,7127.5,4187.5,4,457.06096267700195,2.1310124211433283,29.3096771102389,53.30778539733764,62.482318139034554,36.75662229393573,6.565036282336532,8.217388307590515,7.481081750243654,0.2134757112001338,-0.10474779015706526,-0.2386722900437017
0,9,13661.5,13661.5,1,577.7716397047043,0.4149871728736724,24.435096266666374,57.399899360218534,68.457551577888,32.81546977212278,6.813284371455869,6.662384601035779,7.779892533605485,1.1444539087799381,0.04688457471715575,0.3000158006016262
0,9,9174.0,5364.0,2,528.4995611906052,0.5744496537328649,30.44601985814936,55.86023206751055,66.42415611814346,33.45601265822785,6.120552354778061,6.565360031783111,8.168915930319825,0.6448321589307042,-0.4924461490700074,0.14857589041869637
0,9,7089.0,4207.0,4,514.7594460248947,1.9117511552406155,37.37865527886253,51.61652513815878,60.76223210675293,34.983555735274294,6.975550991479453,7.932460022965586,7.940012947545156,0.2979477856575371,0.05146486391806296,-0.18158993479681695
0,9,8381.0,4649.5,2,335.8061293363571,1.5538461538461539,13.454928588457964,60.83258075720737,73.81938172976729,32.460576589093435,5.427022893749502,6.966303017752227,6.777085685860223,0.22034464168035903,-0.6944334270696059,-0.128897061339071
0,9,7723.0,4506.5,2,395.8893892765045,1.35037667271019,20.29372116298378,52.181,63.077875,32.314125,7.827818278422156,6.758221695414778,8.524183273743883,2.1763630357947923,1.2489612209447745,0.11932071065688049
0,9,12766.0,9741.5,2,1033.7026597261429,0.7238575582423176,83.70211410973695,60.74627202892002,72.5472209670131,33.99367374604609,7.2425236625965494,7.932118489059705,7.81885338061653,1.6099572690923518,0.16177937813305873,0.49332498206287434
0,9,6310.0,6310.0,1,473.70562422275543,0.268063367265346,35.56212653253096,76.71362869845163,85.5934386018703,23.558025448413307,8.977914701377339,8.96510515303936,13.490798854898667,0.6499346342674355,-1.0588700952540864,1.0597869305261327
0,9,15273.0,15273.0,1,797.6366438865662,0.6917833751038821,41.65679405949223,58.27650980894987,66.67168867803565,33.76529042184895,9.852249993099495,9.076139719152545,8.7910148334783,0.781219325887768,0.05455986547257251,0.3133063279002838
0,9,8965.0,5444.0,2,631.1269770860672,0.9132553513933058,44.430703982799464,52.25275784513227,61.21184534647103,31.478633394023777,5.857958572962926,6.654519948127901,6.284531785460394,0.5299453958679029,-0.5241932270992435,0.2199782814667235
0,9,12997.0,12997.0,1,561.1858532428741,2.123850318881479,24.23094266984171,57.20622450521227,68.78199123734703,28.93103187792718,5.873721550881298,6.67773508355367,8.816248922303647,1.6148680030397564,-0.42464074179055866,-0.12295693315128424
0,9,5753.0,2499.0,3,211.33809280395508,0.8833333333333333,7.763565004347841,52.23894981721502,62.641907610501825,29.32735127949485,5.8340058981243255,5.460229801785543,6.222114501514417,0.8002188481098933,0.03619906124488335,0.3953609367121286
0,9,12153.5,12153.5,1,646.9675970077515,1.8276115669408965,34.44004373867481,54.87733419188667,65.66218609143593,28.69929169349646,7.644397978456461,7.456167228197635,10.188012640295941,0.9253794350889053,-0.26539476003816137,0.09881436343195982
0,9,10240.0,10240.0,1,521.587873339653,0.4243477914983737,26.567764610838076,65.35244100506354,76.63590331518104,28.392376038979652,11.165666014945364,11.428743050784357,10.698824374342124,1.1233102356491478,0.4643538483364355,1.0334539165690424
0,9,10229.5,10229.5,1,590.3990561962128,0.34375681497072613,34.075081436764144,57.02413661514978,67.28391528334288,30.081091394771992,9.096038782133665,7.521901292700124,9.368615028866111,1.3591621920412413,-0.0169733457488979,0.3615454170585606
0,9,7780.5,3923.0,4,262.308655500412,1.44857594752672,8.84336877455611,59.07969215491559,70.22380834160874,32.351539225422044,7.062134134581717,7.027251125888827,8.500893995524155,1.0779570582499947,-0.3319860273457042,-0.16469043806988604
0,9,10187.5,6303.0,2,496.9015815258026,0.9654845746064105,24.236680414512282,56.008503726352,66.14074144849991,37.31664437225301,7.810361264941146,8.31792140706708,8.5120537085096,1.2761950895092622,0.49326991257233876,0.3993501838386864
0,9,10383.5,5178.5,3,282.0071396827698,0.9647799356794536,7.65907707729159,57.491035389092275,70.56998028724303,25.89439594480428,7.355392059412157,6.906797143044493,8.968881376167483,0.8908318711781085,0.02942486627750691,0.36930006875482
0,9,7421.5,7421.5,1,461.40410816669464,0.2959337276209124,28.686081120137825,58.18336831059811,69.41133263378804,30.605849947534104,9.948830594973174,10.527297131635894,7.541687041215756,0.22760942032214931,-0.1241484237055964,-0.49994451725181893
0,9,8211.0,5114.5,2,502.3157956600189,1.6760763975590511,30.72965029467274,52.55608648906941,60.79596225062716,34.028073109544856,6.199837931005143,6.695856071833656,7.600152803725602,0.3045781117529704,-0.23593260203245708,0.02803359677314544
0,9,12804.0,7536.0,2,348.5340509414673,0.8579129688533074,9.48734650622222,55.10422082887292,65.73963908854564,34.705688943263496,5.89487704660365,6.144052903058761,5.066586722857319,0.19141828924014853,-1.0547047506314229,0.5356061471241188
0,9,10398.5,10398.5,1,489.68837916851044,0.4490441074438363,23.06050956317573,61.272624434389144,73.33785822021116,24.98208898944193,8.190485147932202,7.520717465079485,11.905051864209446,1.2824317790958446,-0.2587122103008828,0.41489792370533457
0,9,9370.5,6412.5,2,634.1980459690094,0.6875996791551471,42.92270012388984,52.110199056022985,60.152062384568026,31.97157808331623,7.141655767233799,6.56696584278202,8.236071123335652,0.7579816213938936,0.26047050906932767,0.1950758050288121
0,9,8539.0,8539.0,1,554.7838315963745,2.4006249310629664,36.04463049546252,58.035229734351844,69.04229848363927,34.04309656823623,7.230792428181472,6.8867850536822175,7.554232980580464,1.6975733326057956,-0.023055063949009122,0.8516692486649117
0,9,7069.5,3468.0,3,245.76449871063232,1.2656715117699677,8.543770963503556,58.17636612021858,69.84945355191257,37.560109289617486,7.531820578130313,8.183133541913051,9.088120149783906,0.6078012037805465,-0.021717187473511344,0.10687879730159157
0,9,10006.0,10006.0,1,652.239673614502,0.47065509448605425,42.516149493978816,60.376900277273165,70.62443828281863,31.84386652643656,7.775019504904991,7.561917620848223,8.049232022639513,1.0457073888558925,-1.1736392774543747,-0.3031573586924663
0,9,9559.0,4976.0,2,300.59292566776276,1.0568492834707108,9.452464375092076,56.345161619251556,65.80320179463648,30.09064953604568,7.58401922469705,6.100549177033987,6.574718307899616,1.9125283534148498,0.8628492080457315,1.945071694331457
0,9,5649.0,2792.5,3,279.3208485841751,1.5985748097664187,13.811318189729807,54.35486099119323,60.986012778449314,35.02866517009152,6.474819532232389,7.7560128916642,7.5766416346547345,0.596297471339208,-0.1305086249058338,-0.08349883268571115
0,9,9086.0,5168.0,2,314.39191567897797,1.2275475811572705,10.878524834283247,57.36199095022624,69.30801551389787,36.15082956259427,6.232320052010113,6.688600931623372,7.626508551641006,0.3988934353288654,-0.5571537219264476,-0.2640855031529796
0,9,12825.5,7121.0,2,346.6761865615845,0.9081633464676588,9.370736293234769,59.21916450678457,68.7143619454185,34.95784418356457,6.495115866139338,5.563975413086378,6.431679056799363,0.9031425717739925,0.2153995992964172,0.6964651573702558
0,9,8789.0,8789.0,1,510.84270679950714,0.2771595074811113,29.691690873847676,52.59084851177255,62.676588183029764,20.443913816081743,10.63399349385869,8.541821130025255,10.456498898878536,1.0928608904424941,0.2556843226624023,0.1974446456065469
0,9,10053.0,10053.0,1,569.3279882669449,0.39408601038294133,32.24255030578798,60.323232323232325,72.44998057498057,32.80001942501943,6.274975605133124,7.778987695855562,5.818055584505312,0.3242715229529199,-0.4314763922308743,-0.23811923174800875
0,9,10450.0,10450.0,1,526.8427070379257,0.4197715173569939,26.56107540277987,59.50819825728474,69.62512882975733,30.06127611730535,7.137770551695699,7.330259417272122,7.948194516155423,0.9704198833301725,-0.024830037130138274,0.4216364662412332
0,9,8545.5,4389.0,3,290.24978053569794,1.0793103360583753,9.858397413963,55.962702641423874,66.79480784491554,32.74118580659789,6.502401858165058,7.140298099863485,8.727338394976508,-0.0018988358107607888,-0.22129804161099162,-0.3358365160474613
0,9,8493.5,3657.5,3,286.00713992118835,0.9504505145796014,9.6309041132511,65.39253393665159,77.98076923076923,40.336990950226244,6.531111648947693,7.65639893534505,7.058074416937755,-0.20009389067329855,-0.6076374526968875,-0.3919641487115737
0,9,8349.5,6953.0,2,957.7199041843414,1.935208198983866,109.85417268948609,55.80136054421769,66.88446712018141,35.23049886621315,7.369991736377383,7.75795453085974,8.268773018660369,1.1033017389414732,0.1239477034446453,0.5769403649131113
0,9,5544.5,3381.5,2,486.17365992069244,1.919538092838571,42.63050367042675,56.53663129065389,66.94933242040398,35.31735706949675,7.1949745302463395,6.976497474672483,8.766978636434576,0.9441087213630481,-0.1383325454326672,0.23018164552000583
0,9,12314.5,12314.5,1,558.6589418649673,2.113207524481776,25.344091382166145,65.03830532770566,75.41132436091424,35.67364816437047,12.142712000924151,10.42605375643441,8.592611388214248,0.6960897306712587,0.2962476202435743,1.379562007509608
0,9,6972.0,3387.5,3,247.379723072052,0.9696969696969697,8.77749962524457,56.05294360954088,65.80201296015441,40.52185302633393,6.788097441575088,6.80681901762278,7.375061535195134,0.7479931734490416,0.2561663473474954,0.009917382356819366
0,9,8054.5,8054.5,1,494.71781635284424,0.34669344077773895,30.386208680480042,64.24177949709865,74.48803191489361,25.770672147001935,10.578963246514645,9.309520297895652,9.4437147454936,0.5961293157909765,0.04341792842679931,0.4498340535286079
0,9,6104.5,5909.5,2,451.5807341337204,0.3419286647373052,33.405710449791115,68.43196103079823,70.6514770584538,26.975644248900064,8.580611385828496,8.015550726162935,9.83429031529137,0.9942869949977984,-0.11881633141214068,1.087008409401806
0,9,8664.0,4313.5,3,310.49242067337036,0.9754557549415577,11.127140269576314,65.59120830079215,78.25928818475957,38.280932723418495,6.318644564320213,8.401076674134309,7.180578416340856,-0.8823972037421037,-1.308071770958677,-0.5587975260067447
0,9,13839.0,7108.0,2,412.67618691921234,1.3202551716011581,12.305920604825541,57.599901192744724,68.91170865975016,28.9512315618604,6.072554241503124,6.010404249662476,7.456582877100358,0.9707498764101942,-0.8829013473349105,0.6036398048511098
0,9,7089.0,3606.0,2,250.10764467716217,1.5609195214235718,8.824070239237919,54.53457768228817,66.09278904256747,29.483281858466498,6.2909925595054785,6.391998518562984,7.738800834099311,0.7579060799701991,-0.26163596605495254,0.10271735977424654
0,9,4931.5,3477.5,3,602.7422015666962,1.594561148424042,73.66889618766456,60.603660814344416,71.90231602540157,35.79137093761673,7.493852146528542,8.993501070324115,8.202334385978295,0.4873625177503074,-0.1329749511750743,0.42634337171040526
0,9,7786.0,2936.0,3,231.82337498664856,1.2763017556533716,6.902398817133351,59.98625260832208,70.95176138455874,35.153553455259605,7.324866642192406,7.2418464855963425,8.018259698987144,1.3031619338566438,0.15436002396541582,0.5706627879909507
0,9,18703.0,18703.0,1,600.759446978569,1.1361236527624836,19.297006530182113,50.86104375329467,62.97527675276753,34.72925672113864,6.444572120982534,6.522954904423068,7.070916706786727,0.8734257847427422,0.59369926858665,0.6279289429283882
0,9,10967.5,5871.0,2,310.9360725879669,0.7938144329896907,8.815248802045081,63.89140311804009,75.94476614699332,36.59278396436525,5.708576912838246,7.168389872490266,7.28293985710697,-0.05760820642828735,-0.9490172097197606,-0.2408868499617923
0,9,6814.0,4346.0,2,471.78888511657715,0.5455936658163221,32.665798667382276,52.74607366226546,63.6455872133426,35.899374565670605,6.974759184506423,7.136885048766609,8.011329253761048,0.7268502434940523,0.19643718373526656,0.43438619766319775
0,9,6065.0,2795.5,4,333.119837641716,1.5431471974896906,18.29659129933112,52.20256731371321,61.97401377582968,30.363337507827175,7.30179421745076,7.09281527574314,7.225607744028134,1.7105050203646026,0.914918844845826,0.4045409011772143
0,9,5706.5,3536.5,3,574.600065946579,1.6392161471519535,57.857747443408904,58.51594014313598,69.07514638906962,38.19843851659076,7.700195582881935,7.907867350466341,9.421541101591524,0.427933885083743,-0.19128809793033089,0.1170920533690503
0,9,12507.0,6441.0,3,319.01933312416077,0.903225764815934,8.137309899015293,58.35224789260069,69.21308148610677,30.216593818295348,5.802580688991335,6.849744860024665,6.7168082426582005,0.06060520084078012,-1.1695534768012827,-0.2864134924706983
0,9,10528.0,3779.5,5,291.17871248722076,2.008832184426731,8.05329052105961,56.10367560733315,68.64137993317078,33.36963785785243,7.104902066794406,7.917385445833599,7.962456338393948,0.5341143053162993,-0.11454953651405299,0.5376660511134524
0,9,10077.0,10077.0,1,521.1025923490524,0.3729874356091886,26.947296988478985,59.8957787481805,71.17845705967977,35.19019893255701,6.235255807153779,6.622728698695198,9.256489704992417,1.0239598133384582,-0.47492327734903383,-0.046446815794791096
0,9,7061.5,4300.0,2,420.6173108816147,1.0619413673535547,25.05401433311349,57.56620256620256,68.08517608517609,33.81654381654381,7.521825480059314,7.992906100306507,7.711911457997051,0.6999626433281311,0.24843948407354705,0.43560011675801136
0,9,9092.5,4628.5,3,278.00714004039764,0.9145298665952346,8.500189157376,57.32664175120128,68.82359850507207,27.900800854244526,5.3506395512476725,6.056739943503701,7.335414932073759,0.8555234718262765,-0.8392231009209032,-0.028722916661569224
0,9,8253.5,4306.0,2,322.24978053569794,0.6391752577319587,12.58192537169752,61.71438645980254,73.32581100141044,32.66960507757405,5.694440486667372,6.4609496746722295,6.572336812317879,0.8168945324399992,-1.0273879339216583,0.15181926471414436
0,9,6653.0,2580.0,3,275.76449978351593,0.36310245030976795,11.430341100383702,56.891868512110726,67.63581314878893,32.42099192618224,7.10086440414516,7.635606658587869,7.363039179548465,0.689824597315921,-0.02315313895715577,0.32621714503071697
0,9,9563.0,4802.5,2,298.29141092300415,1.3749998595104986,9.304377897149067,60.39747890617058,72.55769035274982,31.11893870082342,6.584086414104399,6.710169974311615,8.743977097427297,0.6680545675296354,-0.9217676313746652,0.22250469858075128
0,9,7353.5,3574.0,4,360.8771971464157,0.5727272854164142,17.710253813864554,55.525035765379116,65.16998309272988,32.36532709064898,6.598153249150862,6.73048043608192,7.054815716159209,1.2600688641373528,0.5107198544283574,0.5086234630363188
0,9,5891.5,3449.0,2,435.445738196373,1.923268654424376,32.18416208323588,62.98986099754701,74.22829108748978,42.642027800490595,7.430565715275979,9.326750541152423,7.919973806452489,0.034052318546339604,-0.39388172450271225,-0.2335278925827618
0,9,9818.5,5145.0,2,280.5929261445999,0.8808837525095536,8.018779874969587,58.40958390849931,69.32143561427726,36.22056793531848,5.515173208524374,6.053075900252346,7.380264830313227,0.9363091702077149,-0.5217716545636807,-0.28349620393286135
0,9,5978.5,3349.5,2,245.03657686710358,0.8956228656937995,10.043141925691723,58.755132450331125,66.31059602649006,39.60894039735099,7.470724772392637,8.499740177703142,7.795145343752249,0.8102208781239536,0.40435509485497156,0.586344255526607
0,9,9723.5,5993.0,3,578.1564149856567,0.49170084015823046,34.377008298356245,53.49965294992563,63.85979176995538,35.613386217154186,6.316893866412241,6.994648748280446,6.909842181611875,0.3375283969027797,0.13111858639966767,-0.06837986243803637
0,9,14743.0,14743.0,1,567.3868628740311,0.6217337215369053,21.835979933665776,53.60146764509673,63.75963975983989,27.68912608405604,7.52368360960854,5.398829846623131,8.037052816928696,1.3837724955192763,0.3157617562933511,0.6823401235645399
0,9,9537.5,4195.0,3,264.39191579818726,0.6471298541337461,7.329288088014232,49.88695299837926,61.657414910858996,27.27907212317666,7.325259353044299,7.674505361217509,8.976977104777136,0.7301786496260974,-0.1472517135010351,0.4821970357289245
0,9,6586.0,2763.5,4,228.40916109085083,0.8536584714972657,7.921461413638969,57.35102862897425,67.42756437922601,31.72579484966192,7.305936419757864,6.669923805086937,7.049523369813139,1.0423913190279068,0.545617157012332,0.6809660973954232
0,9,11991.5,11991.5,1,519.1442233324051,0.45701361608852775,22.475146947371563,54.697175603765864,66.4371674171101,30.70601719197708,7.238506508123066,6.951404479088943,9.522927533685253,0.5379801778828799,-0.5495411585456771,-0.261428314779564
0,9,11266.0,5591.5,4,756.5655767917633,0.7797277434595193,50.80698313387658,48.84121478724304,58.36798917181287,30.457913882074276,7.248189130925259,7.756330782729486,7.947581803468681,0.7953391846362269,0.2863684081410185,0.4026377682594162
0,9,9189.5,3653.0,3,240.1076456308365,1.1815008001889469,6.273647259413826,54.50503461296413,65.11957205789805,33.437382001258655,7.008350516362837,6.40965425746431,7.897418390101578,0.9505938412832623,0.1544747375228723,0.12969204721617955
0,9,9393.5,4966.0,2,291.4213533401489,1.1066666666666667,9.040975694108047,63.50469675311415,74.63855421686748,36.760465591178274,5.967855867070544,7.190176644595677,6.722921789055304,0.7135682719683132,-1.283087792842618,-0.37496595196190985
0,9,9052.0,6056.5,2,664.6833266019821,0.5826087113754433,48.80732707276593,53.02733050847458,64.81302966101696,36.864724576271186,6.555006405451478,6.857964234980579,7.83902026374012,0.6623925962763278,0.05434768844649631,0.4329006754227129
0,9,7885.0,5959.5,2,687.511753320694,0.6206620209059234,59.945771839454,45.623908826382156,54.53370514064016,25.407856450048495,6.917987816491639,6.145115378327811,6.826411903694975,1.2163625054822507,0.6093980067898406,0.875697305358617
0,9,11272.0,5180.5,4,562.0559099912643,0.7962716161518854,28.025802515623514,51.91092051630435,63.48547894021739,28.874575407608695,7.438319485941186,7.933281128569046,7.759153451617896,0.4405834322081349,-0.27762771710243883,0.6100201024312866
