,label,area,largest_area,number_of_elems,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,entropy
0,9,2504.5,2504.5,1,249.86500430107117,100,38,2.6315789473684212,1.5172689159512878,24.928137502245683,16.5561,19.5512,8.9557,28.268743388944618,33.32332184161717,15.530728814514791,590.2570235180084,0.9573284001079915,3.0912226921002244
0,9,2387.5,2387.5,1,236.5512957572937,47,92,0.5108695652173914,1.8110994764397905,23.437283989300372,15.4519,18.2069,7.7137,27.244263366624537,31.85218504890991,13.988878879667235,575.1440648913376,0.9579337758589014,2.941311606634753
0,9,2175.5,1254.0,2,152.7106761932373,52,37,1.4054054054054055,0.8843943920937716,10.71962795835246,13.7399,15.7897,7.9226,25.728440450015622,29.447554633789203,15.261376387469118,613.6147507907356,0.9538304148439233,2.9061380456831065
0,9,2358.0,2358.0,1,309.7644990682602,71,100,0.71,3.0110262934690417,40.69297917006369,17.6943,19.8791,10.8852,31.295965355138037,35.01395269303368,19.38910572873334,611.5754570962147,0.9512606701400126,3.201385243091487
0,9,2339.0,2018.0,2,297.27921736240387,52,100,0.52,2.2231722958529287,37.78321208875732,15.8707,17.5719,9.7824,28.67248125834247,31.18719337147862,17.965017401605824,822.7804917865524,0.9403283983856471,3.3479552619335964
0,9,1341.0,824.5,2,159.78174436092377,38,55,0.6909090909090909,1.558538404175988,19.038184810603724,9.2477,10.4317,5.6733,23.205222358555414,25.711665350770257,14.595628356120883,575.6179537802266,0.9363659115192664,2.0375810537610253
0,9,2743.0,2743.0,1,240.79393649101257,61,84,0.7261904761904762,1.8680277068902662,21.138067754589063,18.9069,22.2977,10.1742,30.916733857087817,35.966374222459514,16.6779331561198,511.36140393837366,0.963925237779724,3.4907732053105613
0,9,903.0,476.5,3,122.32590043544769,31,34,0.9117647058823529,1.167220376522702,16.571014304920336,6.3533,7.45,4.3557,19.26179843913854,22.293907239423064,13.245556896937178,617.9865972859911,0.9072173956905423,1.4707465400303428
0,9,1749.5,1749.5,1,229.23758840560913,92,43,2.13953488372093,2.261217490711632,30.037080273232043,12.4901,14.7175,4.7857,26.87979728327578,31.25154226194285,10.878004206195179,515.1319719926538,0.9509842371322964,2.377740702755657
0,9,928.5,928.5,1,165.63960933685303,67,22,3.0454545454545454,1.5875067312870221,29.549251676106934,7.1683,7.8194,2.5316,21.66946180942203,23.525407193925467,8.087014371200288,396.0075094378125,0.9369019831515583,1.3641305611859078
0,9,2146.0,1080.0,3,129.74011421203613,37,40,0.925,0.6896551724137931,7.843661340052274,16.0837,18.7259,9.3243,30.183417538608843,34.89231963040004,17.630397882918015,582.61342694623,0.9498299021933392,2.8570391358991793
0,9,3535.0,3535.0,1,309.07820749282837,100,83,1.2048192771084338,2.3479490806223478,27.023858089668988,22.3825,26.0588,11.21,30.30758970538568,34.71757109245979,16.11889264186594,680.1505022446689,0.9604861939400029,4.035343972421934
0,9,1840.5,1840.5,1,274.2081503868103,54,100,0.54,2.93398533007335,40.85308869250507,11.744,13.6354,6.2859,24.43145235142602,27.889106598096685,13.499339287165132,632.2209751555963,0.9466070523394943,2.476698843586318
0,9,1499.0,1499.0,1,304.59292554855347,45,100,0.45,3.002001334222815,61.892495192946384,11.5878,12.4763,6.8127,27.16183887662984,28.928256745092675,16.23034869341999,690.4115199979594,0.9267712320242942,2.3907793574072143
0,9,2047.0,1375.0,2,208.50966572761536,59,55,1.0727272727272728,1.585246702491451,21.23902330329355,14.2853,16.0175,8.2277,27.634842208885505,30.876210806217784,16.270060009416067,688.5388608305275,0.9438361513348281,2.8729749199560706
0,9,4127.0,4127.0,1,259.9655101299286,69,78,0.8846153846153846,1.3040949842500607,16.37559158156385,21.9044,27.4125,14.674,25.94480411643148,32.31631080043018,17.641256304469927,669.0958356290174,0.9651650968604608,4.243028702320359
0,9,2826.5,2826.5,1,261.37972259521484,39,100,0.39,1.3797983371661064,24.171009865187145,19.5878,22.6669,11.0491,30.801167042175532,35.710653093859825,17.610681110905393,576.245966993164,0.9601668759125354,3.3921078077416373
0,9,1482.0,946.5,2,154.12489020824432,46,43,1.069767441860465,1.3346828609986505,16.028665169840327,9.4611,11.2343,6.4994,23.194052832353385,26.933076384067235,17.25134776300101,630.4367607897153,0.9373469182532183,2.187782433145686
0,9,1581.5,874.0,2,176.02438497543335,24,66,0.36363636363636365,1.0015807777426493,19.59189636799214,10.0544,11.2326,5.8035,22.99489596932328,25.272386061470332,13.56107251473865,662.3670893276196,0.9392240153933338,2.3053064776734167
0,9,1196.0,790.0,3,190.50966596603394,45,60,0.75,2.25752508361204,30.346097681011564,8.9726,9.9928,5.5964,23.64007718346114,25.984459743469753,15.1169873665357,672.9657157432914,0.917404232037131,1.9658694772720353
0,9,3149.5,3149.5,1,291.3208473920822,100,70,1.4285714285714286,2.2225750119066516,26.946447412364137,20.1467,23.3806,10.3591,29.48058647839286,33.99514294189686,15.608111583083971,675.6535723395572,0.9584276743796353,3.721092869526446
0,9,2956.0,2956.0,1,446.81832134723663,100,100,1.0,3.3829499323410013,67.53944935438513,19.3439,22.2961,11.7649,30.005286747338378,34.311109349451236,19.9399505513429,1039.9611169778595,0.9349803943491161,4.10631194380737
0,9,2406.5,2406.5,1,242.06601524353027,100,40,2.5,1.66216496987326,24.349036250106394,15.9127,18.8138,9.3589,28.05033473436636,32.701561576781,17.06500192762954,562.7585542291603,0.9581653643677408,2.888485458450849
0,9,1658.5,1022.0,2,175.33809304237366,53,53,1.0,1.6936991257160083,18.53689892778781,11.158,12.9661,6.4543,24.564743760112783,28.280013274218952,14.446539776361675,626.2989975512703,0.9409555198189483,2.394088251049158
0,9,2280.0,1163.5,2,156.6101713180542,38,53,0.7169811320754716,0.8833333333333333,10.757344631697494,14.7829,17.2305,7.1434,26.7084737038641,30.891868990884966,13.287153060004991,687.6003522599734,0.94904756663128,2.826634541513106
0,9,2067.5,1076.5,2,139.63960921764374,31,54,0.5740740740740741,0.8096735187424425,9.431303730329507,14.4381,16.7611,7.6494,27.735532596112158,31.98131371269792,15.066468718316179,589.1939626058565,0.9508738025979107,2.6332362510210947
0,9,1763.0,1763.0,1,306.5929260253906,100,46,2.1739130434782608,2.6091888825865004,53.31776647124824,11.8052,13.3338,6.7134,25.01877001293229,28.14757498542281,14.577073109510016,715.9535455565758,0.9370119887461589,2.5121992630351584
0,9,2346.5,1178.5,2,141.78174436092377,43,45,0.9555555555555556,0.8246324312806307,8.56682848243185,15.9206,18.7801,8.1604,28.397917100379033,33.10922445467426,15.084908744835017,644.8068365472911,0.9512193811710761,3.0027271844628656
0,9,1962.5,1962.5,1,318.6345571279526,65,100,0.65,3.3121019108280256,51.73400305535107,12.9837,14.454,7.555,25.81623199287611,28.445391261151606,15.295246810692529,750.4852645138251,0.9393978962785396,2.7496800281815785
0,9,1283.5,688.0,2,129.39696860313416,52,23,2.260869565217391,0.9318270354499416,13.045247747316314,9.5901,11.0615,6.354,24.21030941541227,27.933630586624435,16.1319212742934,502.3245441791654,0.9372742907197367,1.8706323600891572
0,9,2341.0,2341.0,1,292.3919162750244,63,100,0.63,2.691157624946604,36.519877275942285,15.4257,18.0483,9.4486,27.442300915010755,31.76602221100401,16.883866797626663,692.5803754718906,0.9483914653567084,2.8532067219596113
0,9,1128.5,776.5,2,111.15432786941528,37,31,1.1935483870967742,1.0163934426229508,10.948413472841356,7.8929,8.8824,5.3288,21.838915485664575,24.386019975387537,15.302303439678617,462.57296755433117,0.9398193367730969,1.7040741004948017
0,9,2401.0,2401.0,1,360.5340497493744,62,100,0.62,2.5822573927530197,54.13777635513718,15.2905,17.5163,10.2635,27.188378211103363,30.722342591508216,19.27917186369788,864.3319293949597,0.9395670331810062,3.3407962106765474
0,9,3461.5,3461.5,1,260.35028517246246,92,59,1.5593220338983051,1.5681063122923589,19.58176252762748,19.584,23.4464,9.9576,26.886382129249,31.742084478496366,14.129947000608318,631.5407797673707,0.9648506264776638,3.865871431668409
0,9,2347.5,2347.5,1,330.0903996229172,95,100,0.95,4.046858359957401,46.41519570744075,13.4659,15.9834,7.3581,24.186480463060352,28.37495946146884,13.940504452493819,856.850100499949,0.9421106199483601,3.194609888001792
0,9,1742.5,1184.5,3,174.95331728458405,32,61,0.5245901639344263,1.1202295552367287,17.56594733364725,12.0849,13.4527,6.6875,25.894282998183204,28.43167885844942,14.577154857858924,653.8460213243548,0.9412827054442034,2.5000842283002793
0,9,2863.5,2863.5,1,249.7228683233261,46,97,0.4742268041237113,1.5582329317269077,21.77807262567811,16.8145,20.3916,9.4163,26.418809393119897,31.78438688161218,15.419273468941393,606.358285379043,0.9619521471004165,3.4239878861992974
0,9,3253.0,3253.0,1,411.6467478275299,100,92,1.0869565217391304,2.828158622809714,52.09131417060621,19.2005,21.1355,12.224,28.714085389404275,30.808796467080633,19.71602962059045,1080.6286947760434,0.939907190978577,4.397141870513621
0,9,2392.5,2392.5,1,378.3746703863144,100,100,1.0,4.179728317659352,59.84007991220567,15.6103,17.5857,9.2796,27.74255636941196,30.46364481656783,16.78978927324581,865.3037136516681,0.9390473645796049,3.222320198617899
0,9,2257.5,1180.5,2,139.2964630126953,47,37,1.2702702702702702,0.7703211517165005,8.595129394395213,15.7978,18.4635,9.166,28.640934257806602,33.4881780297167,16.79114183133476,614.3047061524335,0.9510579903670756,2.763517967871175
0,9,2046.5,1470.5,2,214.40916061401367,65,51,1.2745098039215685,1.6198387490838015,22.46337070862737,13.3414,15.7715,9.5676,27.353238309933246,31.41217737995887,21.538338613737135,807.9473262932354,0.9360226984306227,2.9612071737625003
0,9,2360.5,2360.5,1,286.3502860069275,46,100,0.46,1.9487396737979241,34.73691433859317,12.9984,14.1114,7.2555,23.64206415353786,25.022793410009204,13.56278067912329,757.5051242220181,0.9511905849524398,3.161979846751736
0,9,3165.0,3165.0,1,493.587873339653,100,93,1.075268817204301,2.938388625592417,76.97598379398462,19.6023,22.3365,10.9747,28.794797007619273,32.21292081991324,16.66893097682032,1202.4513853178246,0.9302346955921532,4.331638066511294
0,9,2534.0,1365.5,2,159.43859791755676,46,52,0.8846153846153846,0.9439621152328335,10.031833664528941,15.7811,18.6118,8.7854,26.68269819171217,31.210560724857213,15.254066567312469,736.3331527395164,0.9496681973799028,3.140478817636735
