,label,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,entropy
0,9,25580.0,727.4112508296967,267,144,1.8541666666666667,1.5030492572322127,20.685188734699917,19.54083333333333,23.10541111111111,8.884211111111112,31.10241111366341,36.53354120451642,14.449433039238324,181.14729413914085,0.9870064106509526,2.9131890177366526
0,9,4023.5,356.29141068458557,79,86,0.9186046511627907,1.6885795948800795,31.550532950816955,10.670866666666667,12.65778888888889,6.7713777777777775,23.844139837331568,28.05556812232722,15.256023170886218,386.74829627185375,0.9620610719427675,2.191458573709305
0,9,6749.0,322.190905213356,92,107,0.8598130841121495,1.4585864572529263,15.381090443354832,9.053933333333333,10.978633333333333,5.780777777777778,21.305944451568752,25.62124073496225,13.76029987785132,234.5846642468578,0.9761172218519785,1.868807694973706
0,9,30496.0,875.5188932418823,239,265,0.9018867924528302,2.0768297481636937,25.135536871179518,19.435966666666666,23.427255555555554,9.0566,27.402916912032886,32.64150965703404,13.47152539395595,242.56104180415582,0.9858915662660257,3.366459242371417
0,9,25330.5,783.9381594657898,166,264,0.6287878787878788,1.7300882335524368,24.261622860449265,15.008244444444445,18.0152,8.626122222222222,23.967286473817282,28.373742792784864,14.047772613737878,232.6145735506314,0.9859424297645448,3.042282574798133
0,9,7689.5,358.91882705688477,96,116,0.8275862068965517,1.4482085961375901,16.75306904426685,9.780077777777779,11.84811111111111,5.743511111111111,21.512783816826364,25.68645853339176,13.068782656259275,318.62113705849674,0.9719193374346827,2.226888993269771
0,9,3.0,6.828427076339722,3,3,1.0,3.0,15.54247211229648,10.468388888888889,12.736222222222223,6.328733333333333,22.54207327209103,27.211830334853246,13.933076590776512,366.5300940332509,0.9670371108355712,2.2158515266375542
0,9,0.0,2.0,2,1,2.0,0.0,0.0,20.16788888888889,23.92671111111111,11.385877777777777,30.516145671665697,35.99618106078738,17.764025397995162,306.2880755062397,0.9793103364041027,3.2506168506884623
0,9,0.0,0.0,1,1,1.0,0.0,0.0,13.8209,16.427855555555556,8.183033333333332,23.480724029888382,27.636195180741232,14.283755299834686,496.1541220269721,0.9682119199561355,2.9530467559614437
0,9,27725.5,836.2224317789078,196,263,0.7452471482889734,1.8592270653369642,25.22111252854701,18.34337777777778,21.51311111111111,8.950988888888888,27.799624748297827,32.211538051672115,14.502583222764482,208.56393666364653,0.987114864171296,3.261919583787644
0,9,11977.0,716.1808001995087,154,127,1.2125984251968505,1.6329631794272355,42.82499278403678,15.149822222222221,17.91797777777778,9.023388888888888,24.602283497710705,28.78333594131537,14.904185007495524,375.6805574508861,0.9765068776311192,2.9970911426582045
0,9,11878.5,463.00208735466003,132,127,1.0393700787401574,1.4112893042050765,18.046969978934396,13.245955555555556,15.7151,7.470422222222222,23.37377531618198,27.42695832754903,13.571896315530346,281.57947474487605,0.98113125991429,2.719469275908185
0,9,3689.0,243.48022842407227,64,79,0.810126582278481,1.3705611276768772,16.07010616249347,7.7196,9.093488888888889,5.103088888888889,19.6187166376057,23.041171696790677,13.138514012580167,477.2728950272741,0.947396717742055,1.8092651302298774
0,9,29951.5,834.2224309444427,205,271,0.7564575645756457,1.8548319783650236,23.235132273537403,19.22351111111111,23.062744444444444,10.783266666666666,27.4751936299898,32.73660484027054,15.800065541214275,239.13151730219272,0.9857517459190646,3.3673844696523663
0,9,11830.5,683.4528774023056,129,171,0.7543859649122807,1.8645872955496388,39.4833553636356,12.958833333333333,15.405711111111112,7.6161,24.149680116929087,28.545201944457784,14.559087605379366,314.5284123033672,0.9764685251293386,2.582365835291753
0,9,3105.5,223.09545254707336,55,74,0.7432432432432432,1.3105780067621962,16.026913845494594,7.714255555555556,9.132211111111111,5.0177,19.305263102216518,22.73310308289773,12.781461750824034,475.90182747769404,0.949632100191604,1.8565884689892587
0,9,8348.0,375.0193326473236,115,97,1.1855670103092784,1.336248203162434,16.84708910628222,13.124677777777778,15.920233333333334,6.893766666666667,25.447322930725296,30.758122749229457,13.629361810729723,242.50540564423218,0.979804342782397,2.3033361143259845
0,9,9769.0,530.2152893543243,131,134,0.9776119402985075,1.7969085883918519,28.777587579597693,9.941955555555555,12.068522222222223,6.003888888888889,21.147578998768058,25.33924107068708,13.048387997028124,259.9682240317968,0.9783738200876418,2.2040873572333926
0,9,30699.5,1489.8935643434525,264,289,0.9134948096885813,2.485252202804606,72.30680737705947,20.433033333333334,24.253944444444443,11.240122222222222,29.70746153782095,35.02153767480841,16.753088510830725,442.4713004515237,0.9721449991690858,3.7057474610169194
0,9,13822.0,644.3574248552322,252,108,2.3333333333333335,1.9690348719432789,30.038814279125038,12.174544444444445,13.633455555555555,3.5449,28.56050751986857,31.800285649542037,9.752390338954514,151.2280817887943,0.9820788189703203,1.846133051196794
0,9,32909.0,1195.2833935022354,233,270,0.8629629629629629,1.91163511501413,43.41372848710747,21.014433333333333,24.176133333333333,11.846466666666666,28.986838440747555,32.955619978389116,16.692609301524236,399.79244406289274,0.9769196493194048,3.811673596576984
0,9,0.0,0.0,1,1,1.0,0.0,0.0,11.6525,13.680722222222222,6.862511111111111,22.331276755433795,26.107829083981592,13.3345119114478,383.71457511660947,0.9715612297803169,2.4586512380804466
0,9,28937.0,792.6660825014114,179,270,0.662962962962963,1.6701800463074956,21.713360692128912,18.727,22.560144444444443,9.322666666666667,27.274373480939534,32.66879082177535,14.339807747045363,225.56316459920285,0.9863693296273071,3.1797693531501707
0,9,5511.0,292.1076457500458,76,94,0.8085106382978723,1.2963164579931048,15.483011559723142,7.984177777777778,9.521822222222223,4.409822222222222,19.375282498056798,22.89382525708031,10.888670012221958,233.89561787153758,0.9766158389717954,1.775789712154433
0,9,26888.0,878.2640616893768,197,277,0.7111913357400722,2.0294927105028266,28.687435363549593,16.555844444444446,19.899455555555555,8.431111111111111,25.6454226640983,30.559507917308235,13.958102739941607,255.53914706397762,0.9843913850807751,3.186533107136207
0,9,22873.0,738.3818110227585,150,263,0.5703422053231939,1.724740960958335,23.83630039125819,16.922733333333333,19.87161111111111,7.189244444444444,29.361359468904407,34.194483873927986,13.221761854618581,181.16345945049085,0.9865472908111138,2.968945130542913
0,9,22254.0,817.1513639688492,268,178,1.5056179775280898,2.143614631077559,30.005228347090437,14.129344444444444,16.79308888888889,7.218944444444444,25.251728939998063,29.616853104138173,13.385313967065306,252.9098849938293,0.9820757163955248,2.6795818958044033
0,9,70.0,38.14213538169861,9,15,0.6,1.9285714285714286,20.78317844965464,12.007255555555556,14.231344444444444,6.458466666666666,24.409065770761444,28.708316289752503,13.503148911930793,271.0830881645619,0.9769473647864099,2.29329943825784
0,9,2.5,13.071067571640015,6,4,1.5,9.6,68.34112298495168,11.374277777777777,13.492044444444444,7.099544444444445,23.268586705173412,27.392339623377723,14.741021817937641,385.21895726371446,0.9681350093150501,2.439875567388117
0,9,11651.0,415.1614679098129,121,129,0.937984496124031,1.3397133293279546,14.793497934686346,15.334144444444444,18.819144444444444,6.769977777777778,26.092918212104603,31.655921196887956,12.308140973426019,242.75836469017872,0.9832682196243953,2.848721879657845
0,9,16669.5,679.7716399431229,275,86,3.197674418604651,1.4187588110021296,27.72065643666353,11.120222222222223,13.254877777777779,5.7726,23.64696531987786,27.906178598745147,12.469326824741671,188.44036147992378,0.9834819672238333,2.2500069494488604
0,9,0.0,0.0,1,1,1.0,0.0,0.0,8.805111111111112,10.291611111111111,5.406333333333333,20.263428373108503,23.562263064859756,12.678612082295652,399.11942403701676,0.9627096007271772,1.9932375685753811
0,9,10877.0,406.96045768260956,127,123,1.032520325203252,1.4361496736232418,15.226332087638047,16.90212222222222,20.313288888888888,10.452733333333333,25.82594922309634,30.88962366349093,16.024408093627393,257.81300341532346,0.9840900540829378,3.0089508027634597
0,9,23228.0,728.2396763563156,123,265,0.4641509433962264,1.4032633029102808,22.83162675303734,16.154122222222224,19.3501,6.445222222222222,27.64778897542272,32.740040673819166,12.506788354754281,187.65818182496093,0.986659998527903,2.862698268356812
0,9,14243.0,751.6955184936523,192,135,1.4222222222222223,1.8198413255634347,39.671849506665794,11.028511111111111,12.864055555555556,6.497077777777778,21.867722240906392,25.288756772685062,13.227462690871407,406.79311599795676,0.9693156643681005,2.440042912222584
0,9,18636.5,747.6782722473145,277,118,2.347457627118644,1.7538700936334612,29.996125817118518,12.2283,14.653766666666666,7.0293222222222225,23.989355537612926,28.547964711088525,13.987600707076867,197.8201490661924,0.984087276748553,2.3318457950960294
0,9,6392.0,356.47517693042755,100,106,0.9433962264150944,1.6583229036295368,19.880249024965526,9.801344444444444,11.804777777777778,6.1693,22.348028806268406,26.746679533387475,14.36621243516266,259.6281539169957,0.9745603961998413,2.0476722200186965
0,9,161.0,70.28427052497864,12,29,0.41379310344827586,2.1614906832298137,30.682476293343985,15.495066666666666,18.18481111111111,8.065488888888888,27.141546220099137,31.501467168087565,14.457975118901176,280.94561982901007,0.9795887821829148,2.708437882756011
0,9,9559.5,478.85995066165924,106,144,0.7361111111111112,1.5967362309744233,23.987326988617262,13.266266666666667,15.538755555555555,6.8498222222222225,24.53771681527576,28.427633430367678,12.833054627776903,239.6792294642491,0.9824456047741403,2.4857251230520916
0,9,4982.5,390.91882598400116,80,106,0.7547169811320755,1.7019568489713999,30.67085368965575,6.348822222222222,7.206355555555556,3.9202777777777778,18.003081549543293,20.398573360960057,11.294005781365007,313.2802725174588,0.959976823489342,1.499572870154382
0,9,19406.5,873.1929929256439,144,279,0.5161290322580645,2.070234199881483,39.28920737353174,12.611633333333334,15.302811111111112,7.7776555555555555,24.20853348624085,29.248788101919498,15.188838616022633,260.2196133898577,0.9793441192051832,2.43954634965093
0,9,1.5,5.414213538169861,2,3,0.6666666666666666,4.0,19.542472157934537,18.137422222222224,21.223744444444446,10.478488888888888,27.63081218132225,32.14390895438862,16.119916719694196,259.09252137373556,0.9836270999163449,3.1126039430310626
0,9,19185.0,755.5777688026428,197,267,0.7378277153558053,2.741673182173573,29.757506630637476,11.5232,13.798477777777778,4.332388888888889,22.682462035286694,26.570250697486536,9.677684288201323,204.85729962006388,0.9849186549713934,2.477767857640485
0,9,22739.0,755.8376550674438,278,114,2.43859649122807,1.393728835920665,25.12382078446072,15.498011111111111,18.603077777777777,8.3011,26.832855408578016,32.077982020808044,14.536984820755952,230.6211897145073,0.9832210783415335,2.692533487709086
0,9,23169.0,752.3229373693466,147,270,0.5444444444444444,1.7130648711640555,24.42875402874711,15.613288888888889,18.320544444444444,7.747344444444445,26.626569209154162,31.03738742107335,13.647439265429258,203.05655208927567,0.9858698269683612,2.78486673956932
0,9,8219.0,384.1909056901932,106,109,0.9724770642201835,1.405767124954374,17.958711767252815,12.014155555555556,14.365455555555556,6.8835444444444445,23.495936756483907,27.932528389619755,13.905827087680516,274.6441390476617,0.9783515629953174,2.416109995377318
0,9,8189.0,365.3624778985977,107,109,0.981651376146789,1.4242276224203199,16.301103951178813,14.402988888888888,17.098244444444443,8.751733333333334,27.88698242629204,32.91732798029739,17.126961438231437,263.48783931387794,0.9769245651685905,2.5113927973508385
0,9,3165.0,221.53910374641418,58,70,0.8285714285714286,1.282780410742496,15.50697456201089,11.796466666666667,14.146144444444445,7.2729333333333335,23.7591820090208,28.209377235656593,14.939905423469794,424.00820524938206,0.9651425510986095,2.4960675598715523
0,9,4921.0,312.73506116867065,72,104,0.6923076923076923,1.5216419426945742,19.874663378210155,7.640555555555555,9.0288,4.606922222222222,20.015400729388972,23.455839204390497,12.3618297312761,279.8711818566534,0.9672075704428087,1.6933198491729777
0,9,26471.5,794.5655771493912,191,260,0.7346153846153847,1.875979827361502,23.849591311060767,19.314555555555554,22.600533333333335,10.339866666666667,30.498973558724934,35.194340513213206,16.43804467907029,188.31369348963284,0.9872418108603959,3.2914010736411963
0,9,0.0,4.0,3,1,3.0,0.0,0.0,5.828611111111111,6.953888888888889,3.943922222222222,17.561075430998237,20.818950405523676,11.934725233282524,317.2265881626977,0.953962728257875,1.3617543239702423
0,9,17438.5,700.7422007322311,264,135,1.9555555555555555,2.043753763225048,28.158364073002296,12.7866,14.929755555555555,4.932077777777778,26.40961218941989,30.44214949240649,10.873267827033187,177.85900795293117,0.9842432834645007,2.3132890895660676
0,9,241.5,99.35533821582794,28,24,1.1666666666666667,2.782608695652174,40.87570696472695,10.002822222222223,10.429166666666667,3.773688888888889,24.605978786365352,25.516107426377648,9.804159262096022,175.98582677113978,0.980213623129147,1.680124256733677
0,9,9085.5,393.2619729042053,112,116,0.9655172413793104,1.4299708326454241,17.022175921249012,14.781622222222222,17.6024,8.5402,27.938664567456325,33.18955596797148,16.36968694345334,241.347967733396,0.9794660054716365,2.475236754848605
0,9,15887.5,523.6883800029755,167,129,1.2945736434108528,1.3559716758457907,17.261968173100918,20.124955555555555,24.13422222222222,9.916344444444444,27.913338259258826,33.23557976285113,14.254535791702008,292.27340611402553,0.9828927241584736,3.401150430320077
0,9,7798.5,358.6345571279526,90,123,0.7317073170731707,1.4195037507212926,16.492754448466073,10.064666666666668,12.196244444444444,5.317288888888889,21.66376638024371,26.042824546124923,11.791697407964115,236.72362505266534,0.9792988792225704,2.0908566782822335
0,9,12091.0,1178.8569849729538,137,300,0.45666666666666667,3.3992225622363743,114.9370433396347,8.819355555555555,10.177244444444444,5.116177777777778,22.474877600117132,25.805264449251485,13.214900363333788,314.93772034615574,0.9628118532743166,1.8824402345319786
0,9,6474.0,338.73506128787994,84,106,0.7924528301886793,1.375347544022243,17.72342319210747,12.073133333333333,14.266344444444444,6.948344444444444,24.73129026521306,29.01460560501713,14.531374811964712,314.18636862749486,0.9726341627485018,2.3394095742272265
0,9,0.0,0.0,1,1,1.0,0.0,0.0,21.540122222222223,27.01508888888889,14.389744444444444,25.25210026879075,31.531092504822194,17.170204144946435,258.40463387806994,0.9867260826875683,4.078891568226479
0,9,13124.0,446.676185965538,116,146,0.7945205479452054,1.2904602255409936,15.202652781828704,17.873366666666666,21.24711111111111,10.1008,29.092381545670836,34.47453750376886,16.72388961349735,233.96959748772386,0.9832935183626299,2.8580463039066357
0,9,0.0,0.0,1,1,1.0,0.0,0.0,7.795188888888889,9.521144444444445,5.107188888888889,19.31270097825346,23.435720542729502,12.896550334957746,332.2085540430196,0.9651095774474772,1.8181205866376025
0,9,3493.0,230.50966596603394,64,69,0.927536231884058,1.2642427712567994,15.211768137352575,8.132277777777778,9.627977777777778,4.592755555555556,19.730852950267046,23.1052225822926,11.342419728426668,279.342188584766,0.9723216477781825,1.8696790116515725
0,9,2.5,10.242640614509583,4,4,1.0,6.4,41.964674703200494,7.501844444444444,8.815866666666667,4.621611111111111,20.514369948302154,23.8744155349985,12.894279940427024,381.05234219043035,0.9509971018818593,1.6629944046414857
0,9,28452.5,958.7320981025696,275,214,1.2850467289719627,2.0683595466127755,32.30532416948089,18.778388888888887,22.22211111111111,9.578255555555556,27.82554281518829,32.757771935983016,14.538138672747094,289.8626149036364,0.9820934398163789,3.2026398011042896
0,9,15.5,15.071067690849304,6,5,1.2,1.935483870967742,14.654005247881404,15.361511111111112,18.71938888888889,8.908377777777778,25.956009767486922,31.396670412001914,15.36720334679438,466.5764959657424,0.9680778632629345,3.1418841489001004
0,9,22160.5,730.1980448961258,273,124,2.2016129032258065,1.5275828613975317,24.0603409115374,14.932622222222221,17.847933333333334,8.62421111111111,26.22126732702029,31.187460232101124,15.642507416221454,206.10143602047702,0.984930899609463,2.6611465625425654
0,9,65.0,33.79898953437805,13,10,1.3,2.0,17.574949131461494,10.37111111111111,12.270444444444445,5.962822222222222,22.742831566327023,26.726216297490502,13.294511650867877,253.74938307923475,0.9767302000383893,2.159141584998305
0,9,9107.0,382.33304023742676,115,110,1.0454545454545454,1.3890413967277917,16.051230224793432,13.499966666666667,16.188422222222222,6.462477777777778,24.828674283286965,29.571116301019064,12.299599490975107,258.24266510814573,0.9807307774614107,2.4477450307270683
0,9,9770.0,436.3330409526825,94,147,0.6394557823129252,1.414329580348004,19.486849808292252,13.158666666666667,15.597377777777778,6.847244444444445,25.734307891736016,30.377812916146468,13.62896422110818,222.19184988609376,0.9813610514632265,2.288521483910202
0,9,3605.0,244.45079159736633,68,71,0.9577464788732394,1.339251040221914,16.575919420965054,9.762166666666667,11.598188888888888,5.451422222222222,22.069750584479,26.03478448895906,12.530141268138447,268.0544914486415,0.9744073885498883,2.0008033815908353
0,9,10852.5,434.3157960176468,132,128,1.03125,1.5568762957843816,17.381267972397342,14.998733333333334,17.97558888888889,7.618,26.6814583675214,31.737520971729776,14.085435677401753,250.3728313814536,0.9813525578256335,2.6770029604356376
0,9,5260.5,295.17871272563934,76,98,0.7755102040816326,1.4158349966733201,16.563154157659067,10.801111111111112,12.592966666666667,6.169,22.78224500909252,26.329356692968318,13.184178864583616,307.88717646707903,0.973696960835281,2.240150138100412
0,9,0.0,4.828427076339722,2,3,0.6666666666666666,0.0,0.0,8.845244444444445,10.371022222222223,5.822988888888889,22.59470551666233,26.44973321141561,15.010251695272538,245.07472245836175,0.969687078337061,1.7199799963183249
0,9,11330.5,423.74725449085236,118,132,0.8939393939393939,1.374696615330303,15.847644471871075,14.522266666666667,17.2461,8.8775,25.7779555644827,30.42522055632648,15.987256187872473,264.7613424719336,0.9805985621222013,2.601798636705168
0,9,30.0,24.485281229019165,11,5,2.2,1.8333333333333333,19.984299895471942,6.3266333333333336,7.264544444444445,4.053766666666666,18.78686448911106,21.49241738673904,12.14727076027094,268.18482956939334,0.961400669722355,1.3978872189292377
0,9,0.0,2.0,1,2,0.5,0.0,0.0,11.3,13.5453,7.1950111111111115,22.73690685500852,27.117925459801185,14.722333133330649,474.6799598811348,0.9617235831758235,2.47917632277829
0,9,32538.5,814.0802940130234,263,182,1.445054945054945,1.471057362816356,20.367463930431043,19.534577777777777,23.370144444444445,9.886155555555556,26.29072975487654,31.01205722118813,13.866787479370435,217.37033743097578,0.9881368062005036,3.5378290678342967
0,9,0.0,0.0,1,1,1.0,0.0,0.0,11.716966666666666,14.495933333333333,6.298855555555556,21.94278906912752,26.866907879727762,12.405517895106293,350.8172851347673,0.9750848043618979,2.6303407327589303
0,9,4880.0,278.1076455116272,69,98,0.7040816326530612,1.3856557377049181,15.849152150004283,10.225922222222222,11.938655555555556,5.585122222222222,22.851244391949802,26.385260682880894,12.694950824225598,282.93339476068496,0.973481405348512,2.0808296352402107
0,9,66.5,34.24264061450958,13,7,1.8571428571428572,1.368421052631579,17.63245768803701,16.58878888888889,20.185833333333335,9.188511111111112,25.803229877067043,31.028683671993996,14.975074001111498,218.73634975186707,0.9864788107002338,3.1200066533881667
0,9,5391.5,312.14927434921265,93,84,1.1071428571428572,1.4489474172308263,18.0723675186386,13.274655555555556,15.892066666666667,8.052811111111112,22.839262439278702,27.072651952272587,14.171209463317163,629.6346299258398,0.9596007461788788,3.0459205674888192
0,9,7953.5,349.4041098356247,103,115,0.8956521739130435,1.489281448418935,15.349623683915922,12.838911111111111,15.357533333333333,7.754277777777777,23.803764065861724,28.180526233632406,14.655289850068003,323.8351175415637,0.9763594530775173,2.629346272295079
0,9,270.0,88.0832599401474,20,36,0.5555555555555556,2.6666666666666665,28.73578030253176,15.448066666666668,18.144188888888888,8.792155555555556,27.78948547434603,32.48791978238285,15.983337178248485,266.85710739626325,0.979114219944264,2.4989744980117967
0,9,0.0,0.0,1,1,1.0,0.0,0.0,9.864344444444445,12.2264,6.578522222222222,21.229737733587612,26.167123748364517,14.388474200420726,446.0261050398392,0.9609696921501996,2.2339476048298454
0,9,3320.5,388.09039974212646,93,66,1.4090909090909092,1.8485167896401145,45.358879196507615,8.439422222222221,10.0886,4.607844444444445,18.788139204755854,22.137287674770718,10.52235570467956,530.742426818492,0.9556895196224939,2.105208859570703
0,9,7549.0,385.5046126842499,123,107,1.1495327102803738,1.743409723142138,19.686555358436017,15.402811111111111,18.712055555555555,8.4331,24.866679599815427,29.88953196907317,14.056543432824762,523.9024862044794,0.9671998737826981,3.301341620038552
