,label,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,9,24183.0,742.3818111419678,271,164,1.6524390243902438,1.8378199561675557,22.79000758857165,27.009444444444444,32.34001111111111,14.747922222222222,32.15702583888114,38.18643713850782,18.120510206042322,313.047769236362,0.9816842515111259,0.753571001262606,4.519685633095049
0,9,4585.0,350.7350609302521,101,85,1.188235294117647,1.8724100327153763,26.829898138658155,7.874266666666666,9.396288888888888,5.293555555555556,19.61899567074953,23.267747816449205,13.286859951020206,315.1172923308091,0.9665780032418166,0.8950727354144455,1.9302984918393808
0,9,25443.0,752.1807998418808,130,268,0.48507462686567165,1.3693353771174783,22.23699861065014,16.541744444444443,19.690366666666666,8.080977777777777,26.891938314116498,31.485626076371915,13.520356600308522,194.79016319727967,0.9874332895693316,0.8381276640284245,3.324289017385018
0,9,5.5,9.071067690849304,4,4,1.0,2.909090909090909,14.960776191267296,14.356866666666667,16.87221111111111,8.36191111111111,25.265221189171843,29.583207192217245,15.380273018559588,408.5700021252559,0.9715889331220442,0.7897477083935038,3.4137207950036745
0,9,4461.0,287.4213522672653,71,92,0.7717391304347826,1.4642456848240304,18.51850117443251,7.855255555555556,9.069666666666667,4.9867333333333335,19.876817153581545,22.8131509806661,13.040563280097304,308.1300657524338,0.9674297939425317,0.8772480078066438,2.1072680556022108
0,9,24546.0,795.3523726463318,145,273,0.5311355311355311,1.6126863847470057,25.771424943948073,15.113744444444444,18.217544444444446,8.986722222222221,25.27749737043739,30.187262526753496,15.403686836113677,246.29096507123336,0.9836581853061694,0.8316090079043756,3.179803314336903
0,9,31686.0,832.8082158565521,255,224,1.1383928571428572,1.8026888846809317,21.888831799475273,20.841566666666665,24.956577777777778,8.174977777777778,28.81230175137388,33.90666573370616,12.450416525810406,204.75872162130923,0.9881639433156411,0.8141561537862471,3.8223034113982464
0,9,28880.5,832.5655772686005,169,268,0.6305970149253731,1.5682553972403526,24.001157890361938,17.3852,20.789133333333332,9.665777777777778,26.62425875575381,31.54517715777731,15.349063161985402,312.6217715312655,0.9807405756034238,0.8155558962825253,3.5118056881075876
0,9,5450.0,310.1076443195343,76,93,0.8172043010752689,1.2968807339449542,17.645275424846016,8.012766666666666,9.425477777777777,5.210733333333334,20.039653559630217,23.334145266696268,13.363233653739817,472.1597613468157,0.9506029002358289,0.8765384314295391,2.1305947793682187
0,9,11905.5,444.03152537345886,114,145,0.7862068965517242,1.38843391709714,16.560748857711197,14.7023,17.573455555555554,8.876466666666667,26.17525309734368,31.09220809594195,16.157220799382547,351.0874811989426,0.9741123580217252,0.8117787671804944,3.167767184860257
0,9,21248.5,723.7127653360367,133,265,0.5018867924528302,1.658705320375556,24.649277205936105,14.301855555555555,16.890855555555557,7.3821111111111115,25.93013358369032,30.311451241719453,13.798412629674669,191.65874593125355,0.9858479708587988,0.8653638788879527,2.7681929608333022
0,9,2.0,10.828427076339722,2,6,0.3333333333333333,6.0,58.627416473803606,15.640866666666666,18.13451111111111,8.595044444444444,27.86513434630771,32.049286975686,16.44369956677843,586.6197901403042,0.9579438852329974,0.7715168365830422,3.73998711631055
0,9,0.0,6.828427076339722,4,2,2.0,0.0,0.0,13.386322222222223,15.949122222222222,8.569322222222223,24.40555969506756,28.949082892910738,15.906061562483218,404.9634290164539,0.9703610576262239,0.8332307452568721,2.9289524513671354
0,9,30291.0,839.0924862623215,258,244,1.0573770491803278,2.0782410617014957,23.243742382287945,20.49371111111111,24.276066666666665,10.376722222222222,29.035762324816098,34.04272362253056,15.063501228339078,218.29226065703963,0.9868311484570189,0.8266785712561002,3.6369128922713116
0,9,4517.5,301.6639941930771,82,86,0.9534883720930233,1.5610403984504704,20.144142864974178,7.541255555555556,8.884411111111111,5.109277777777778,19.581306510184717,22.8416103073095,13.402781739895788,351.8696638553633,0.9605672925342663,0.8931271006478441,1.8999410361731335
0,9,399.0,106.08325982093811,26,37,0.7027027027027027,2.411027568922306,28.204656677284866,10.8745,13.240877777777778,6.344911111111111,23.499164400628757,28.335244055309467,14.200506747330804,394.05003438626716,0.9644884170609844,0.8484112355982096,2.6053436522628806
0,9,25456.0,733.4112490415573,267,144,1.8541666666666667,1.5103708359522312,21.13026635059307,19.581144444444444,23.152733333333334,8.989822222222223,31.276747025034826,36.736196882880755,14.727613775624029,182.0459132075331,0.9868361493995443,0.8469628458526615,3.1571918379758452
0,9,0.0,0.0,1,1,1.0,0.0,0.0,11.509766666666666,13.702211111111112,7.443877777777778,24.523532330101947,28.979843562185863,16.09902706744712,352.5396302427639,0.9674408032899096,0.8527598862240641,2.5216824004558287
0,9,0.0,0.0,1,1,1.0,0.0,0.0,9.373077777777779,11.33301111111111,6.022511111111111,21.784162485483595,26.107529846980693,14.274031740849026,246.77969977964452,0.9752851924280853,0.8724278011263602,2.1758098852586873
0,9,30509.0,873.5188946723938,239,265,0.9018867924528302,2.0759448031728343,25.010169436877007,19.593122222222224,23.597444444444445,9.255688888888889,27.630622613859178,32.890799357237036,13.828794471154458,242.24182028165234,0.9858467528726294,0.8158619702885489,3.6630661795232706
0,9,25194.5,784.2813049554825,166,264,0.6287878787878788,1.739427255948719,24.413946111360595,14.982711111111112,18.0021,8.681144444444444,24.093918342484702,28.55890532509567,14.280769043298218,244.2501654250698,0.9850900370466268,0.8390557780047889,3.244685886740209
0,9,7789.0,355.0193316936493,96,116,0.8275862068965517,1.4297085633585827,16.181631258981305,10.105266666666667,12.270166666666666,6.036766666666667,21.91117794480454,26.245459691471712,13.704381026640108,324.7246781728765,0.9718175526238567,0.855203583188676,2.510690044062498
0,9,11.5,14.242640614509583,5,5,1.0,2.1739130434782608,17.639374928180686,10.708,13.054844444444445,6.540666666666667,22.90994937673247,27.711447952831143,14.444971889515358,388.2486155262991,0.9652772241408724,0.8532796261001174,2.507928948450664
0,9,15668.0,526.2152907848358,151,147,1.0272108843537415,1.416709216236916,17.673125622655686,20.491122222222224,24.311366666666668,11.6728,30.80503726965871,36.34419953290728,18.1877231530869,311.06179634455987,0.9790010440626814,0.7859156320750968,3.6739875784350655
0,9,29624.5,866.3645660877228,224,269,0.8327137546468402,2.0339921348883525,25.336716615381462,14.079966666666667,16.72421111111111,8.420222222222222,23.70012411591973,27.878226797586223,14.583801209849065,477.9944554125047,0.9696127356161832,0.8309792239550169,3.2050474350156763
0,9,27606.0,836.465071439743,196,263,0.7452471482889734,1.8672752300224589,25.344990789636107,18.368166666666667,21.551066666666667,9.050866666666666,27.910323418146834,32.373518206775806,14.751089275183865,209.5425375741509,0.9869746774253663,0.8285699469199428,3.4802193021906134
0,9,12197.0,713.5533834695816,154,127,1.2125984251968505,1.603509059604821,41.74456268433941,15.536666666666667,18.367977777777778,9.37138888888889,24.962043853285195,29.182239140339295,15.385715354180856,362.491061975444,0.97745572716893,0.8103580821228606,3.376290285804168
0,9,12080.5,427.20309698581696,132,125,1.056,1.365837506725715,15.10719639702606,13.392655555555555,15.900066666666667,7.6460888888888885,23.562640142895287,27.680941939576808,13.92215549374804,277.66023045976374,0.9813926392519965,0.8308153276675345,3.0461346411112236
0,9,0.5,10.242640614509583,3,5,0.6,30.0,209.82337351600248,9.123122222222221,10.753744444444445,6.198033333333333,20.955379230550154,24.628453562252435,14.514817506373731,417.4976329310261,0.9601871752520129,0.8681626898573637,2.2646689276817153
0,9,29882.5,837.0508573055267,204,270,0.7555555555555555,1.8432192754956915,23.44697189712766,19.417244444444446,23.295166666666667,11.007166666666667,27.697366027320324,32.99454128210706,16.15559702720873,226.723271477202,0.9864574914300479,0.8058167671936495,3.679008466272181
0,9,11957.0,674.3818106651306,130,172,0.7558139534883721,1.8700342895375095,38.03552952713725,13.238866666666667,15.771688888888889,7.886,24.47842334347174,28.99300618028211,15.224802994529101,313.628215614665,0.9767581354519959,0.8075320518691886,3.084372077258991
0,9,0.0,2.0,1,2,0.5,0.0,0.0,8.939433333333334,10.585855555555556,5.9678555555555555,20.598799547303724,24.229281319676506,14.179776681411147,464.8509689302506,0.9564477409967181,0.8586967592210464,2.3651350358115746
0,9,8314.5,373.1198379993439,115,96,1.1979166666666667,1.3278008298755186,16.744051176698132,13.1621,16.004544444444445,6.9745,25.611113499828765,31.02860779297465,13.94260396430866,244.1189104335149,0.9794949470085944,0.8467016670418671,2.6355630984681255
0,9,9929.0,509.24472653865814,131,133,0.9849624060150376,1.7547587873904724,26.118460218293155,10.265833333333333,12.461455555555556,6.297555555555555,21.548975468685278,25.816082044020163,13.63221244871549,236.9445691509789,0.980587337109556,0.8511835651510078,2.54080975771341
0,9,30638.5,1502.2367105484009,264,290,0.9103448275862069,2.498816848083294,73.65618860320447,20.463855555555554,24.401566666666668,11.358977777777778,29.860116175654447,35.39318452582204,17.209922249793884,455.82513467410877,0.9711485415092775,0.7424925926954339,4.125513082123641
0,9,13782.0,643.3279877901077,253,108,2.3425925925925926,1.9825859817152809,30.029814241334275,12.19341111111111,13.66921111111111,3.6130222222222224,28.658076676720043,31.943821709019954,9.969687578942903,150.68083017341343,0.9820051434533416,0.9207171768947136,1.9053755307583826
0,9,33055.0,1171.4844039678574,233,270,0.8629629629629629,1.9031916502798367,41.517946112234945,21.244055555555555,24.444333333333333,12.077988888888889,29.18349044688761,33.19696055531457,17.001414841774164,393.24884132541393,0.9772892256768467,0.7878470028579412,4.102763293018544
0,9,0.5,3.414213538169861,2,2,1.0,8.0,23.31370816844472,11.879322222222223,13.983622222222222,7.0702,22.601328456200573,26.50546397740066,13.780694417432914,391.72520749208627,0.9711963180673506,0.8278665713971323,2.8478597833800174
0,9,28885.5,799.9381592273712,179,270,0.662962962962963,1.673157812743418,22.153019978469306,18.8472,22.695244444444445,9.492644444444444,27.498354030418295,32.91580963688054,14.677375306770704,227.41201444428287,0.9861786545579247,0.8286946942763471,3.4477991394761855
0,9,5522.5,290.2081506252289,75,94,0.7978723404255319,1.2765957446808511,15.250479074570492,7.985033333333333,9.575655555555555,4.4646888888888885,19.447814741536156,23.13426339660678,11.186843354429488,237.76091615306316,0.9760391989033808,0.8844795406081631,2.00768318280255
0,9,26816.5,889.3351279497147,197,276,0.7137681159420289,2.0275576603956518,29.493668816039953,16.69967777777778,20.07622222222222,8.623555555555555,25.84707969549097,30.809626402501678,14.332044927450832,249.74020812593443,0.9846930543561858,0.8067256491333932,3.516389302546984
0,9,22821.5,738.1391695737839,150,263,0.5703422053231939,1.7286330872203843,23.874391852379347,17.00251111111111,19.9676,7.319177777777778,29.571444077106417,34.43457169789945,13.62819516017989,181.37689651122471,0.9864390062621046,0.8454775383655342,3.129973271480093
0,9,22259.5,814.4234416484833,269,177,1.5197740112994351,2.138996832812956,29.797863487794444,14.233722222222223,16.901933333333332,7.341666666666667,25.455787085554075,29.827864017019017,13.674556970276342,252.66285585918126,0.9820131634243132,0.8564620030157899,2.8868462082188913
0,9,80.5,41.55634891986847,10,16,0.625,1.9875776397515528,21.452548267700042,12.051566666666666,14.324288888888889,6.528511111111111,24.542473315345468,28.967867889264415,13.792150279733956,278.9441438947365,0.9761360244801408,0.8520928167918148,2.5827412205139706
0,9,16.5,28.727921843528748,13,6,2.1666666666666665,4.7272727272727275,50.017787481690675,12.127422222222222,14.389066666666666,7.6979444444444445,24.02199425571758,28.299583907738135,15.595939507064802,425.929891872947,0.9659225568694363,0.8410459842210364,2.7996364861874308
0,9,11602.5,417.7472550868988,121,130,0.9307692307692308,1.3557422969187676,15.040962648794526,15.434333333333333,18.944444444444443,6.9054,26.289283813836473,31.910678153980268,12.702489946463253,248.35876917856996,0.9827965164647481,0.8214671738601306,3.1860079989943757
0,9,16588.5,677.2863574028015,275,85,3.235294117647059,1.4091087198963137,27.652699757299057,11.152155555555556,13.3089,5.848233333333333,23.790764870666898,28.106391378929377,12.750327237238528,185.90436227409836,0.983572609137739,0.8809708244786434,2.4182011436231576
0,9,0.0,2.0,1,2,0.5,0.0,0.0,9.247911111111112,10.817366666666667,5.759988888888889,20.756752745201553,24.161643398829934,13.259448002583284,398.4150207678512,0.9639650902859827,0.8690968829805671,2.283172666053022
0,9,10924.5,412.3746705055237,127,125,1.016,1.4531557508352786,15.566192400067665,17.06368888888889,20.51067777777778,10.641166666666667,26.07188330905513,31.179740883153872,16.363317538357286,261.4458225672345,0.9837933699067147,0.8249800673776282,3.3403816301293183
0,9,23167.5,726.9675986766815,123,266,0.462406015037594,1.4122369698931694,22.811347341134805,16.224522222222223,19.443166666666666,6.581833333333333,27.836686839783447,32.97419787542644,12.884132056957158,186.2740918818954,0.986667440050912,0.8494553251072238,3.0360746866703727
0,9,13250.5,935.8204069137573,192,137,1.4014598540145986,1.985132636504283,66.09258775112112,11.528311111111112,13.473611111111111,6.916566666666666,22.32342662448499,25.868115794113308,13.811976485443509,400.72391063858345,0.9704462866658166,0.8489357445908204,2.745904309174936
0,9,18593.5,752.0214185714722,277,118,2.347457627118644,1.7579261569903462,30.41580197328364,12.283911111111111,14.722822222222222,7.115233333333333,24.141749799255987,28.735106968297615,14.239476392956151,200.31247514009914,0.9837940901145258,0.8658139434966385,2.536723938107883
0,9,6637.0,324.33304154872894,99,105,0.9428571428571428,1.566219677565165,15.849317739980343,10.449188888888889,12.5662,6.668111111111111,23.09108910399779,27.591356452580097,15.12471872241262,248.3604286119096,0.9765146833758838,0.8689999729288975,2.35777196330402
0,9,196.5,73.35533821582794,14,29,0.4827586206896552,2.0661577608142494,27.384252645081464,15.5939,18.306922222222223,8.190333333333333,27.330568651054445,31.73456000560755,14.747132900254808,281.3859150717926,0.9794636920520732,0.8499054513993425,2.9353646266847284
0,9,0.0,0.0,1,1,1.0,0.0,0.0,13.40391111111111,15.693633333333333,6.9972666666666665,24.77387087309012,28.687158867862813,13.165750739281403,243.80417467366138,0.9820849820855455,0.8545312885623552,2.753536918259119
0,9,5116.5,394.91882705688477,80,106,0.7547169811320755,1.6573829766441903,30.481946636174268,6.6186444444444446,7.5265,4.132255555555555,18.38191959345506,20.887136072366538,11.701938472901839,305.08782709365664,0.9622654080985344,0.9083761570343112,1.680296727853652
0,9,19714.0,835.3523733615875,144,279,0.5161290322580645,2.0379425788779546,35.39685440199032,12.942133333333333,15.681577777777777,8.03941111111111,24.558033451488832,29.63906331102691,15.631686199223283,247.57625641771344,0.9805948029152787,0.8384151225082885,2.803252407819417
0,9,11761.5,504.8010767698288,134,148,0.9054054054054054,1.6861794839093653,21.665954776854875,18.400744444444445,21.530277777777776,10.7327,27.939433969873367,32.48792861169199,16.55920575252462,266.47698914628097,0.9831346249823578,0.8035140299734495,3.5048033878075118
0,9,19190.5,750.5067013502121,196,266,0.7368421052631579,2.716760897318986,29.350997043931972,11.616811111111112,13.908288888888888,4.459444444444444,22.87183031222004,26.7936279772488,9.9942249836939,202.6735126378154,0.9850167612321227,0.8736050868131429,2.631589591478643
0,9,22710.0,759.0092277526855,280,114,2.456140350877193,1.40554821664465,25.367459613109997,15.590277777777779,18.725477777777776,8.428855555555556,27.042114170525355,32.338029277454524,14.867838691515104,233.02179776139712,0.9829436423647089,0.8380752443973588,2.987975360432317
0,9,23057.5,755.2518688440323,147,270,0.5444444444444444,1.7213488019082728,24.738388177053164,15.645988888888889,18.370833333333334,7.843044444444445,26.78055883824618,31.23739895942042,13.924103340699148,204.68697812850712,0.9856416329379449,0.8517218826601656,2.9758151037650817
0,9,8269.5,378.09040009975433,106,109,0.9724770642201835,1.3971824173166456,17.286698185814416,12.23568888888889,14.639955555555556,7.096066666666666,23.80197997536454,28.306287703504683,14.352723089520136,272.3512262353516,0.9785964793440177,0.8453720774929084,2.731288408182774
0,9,8210.0,362.53405141830444,106,110,0.9636363636363636,1.4202192448233861,16.00864049181118,14.604944444444444,17.390955555555557,8.974977777777777,28.095587791150532,33.28940102225101,17.571249765820287,265.7730679187034,0.9768361058598434,0.8327606014780361,2.833582128080031
0,9,5.0,8.828427076339722,3,4,0.75,2.4,15.588224928449666,12.265255555555555,14.748744444444444,7.682633333333333,24.10612705750281,28.741568687978788,15.562446271535988,405.1289510743728,0.9676381127216614,0.8285605619658452,2.85084823324766
0,9,7322.0,629.671133518219,124,162,0.7654320987654321,2.743512701447692,54.149923024599666,8.1021,9.59298888888889,4.980166666666666,20.545722670046057,24.14378221681951,13.044223752510364,262.45427237018225,0.9706897669535863,0.8913298040834456,1.9365963031678384
0,9,26411.0,789.979788184166,191,259,0.7374517374517374,1.873045322024914,23.62909642722728,19.381444444444444,22.678522222222224,10.456977777777778,30.66741937703454,35.390552675891655,16.692356007717876,188.07713325354302,0.9871782124691826,0.8446758958891788,3.4646926478055042
0,9,0.0,0.0,1,1,1.0,0.0,0.0,6.755344444444445,8.039277777777778,4.640322222222222,18.79280061008063,22.216793986395757,13.014370634313591,333.2697005067057,0.9574286256778579,0.9067126151002399,1.6767745238129468
0,9,17338.5,699.4284929037094,264,134,1.9701492537313432,2.0403149061337484,28.214679279381393,12.804755555555555,14.956333333333333,4.995222222222222,26.540779349819445,30.60718949491733,11.10378811515119,176.4324988161952,0.9842259796786008,0.8924685336954938,2.4119606114290892
0,9,2.5,8.242640614509583,4,3,1.3333333333333333,4.8,27.176449719985165,9.766677777777778,10.221633333333333,3.7261444444444445,24.397907803438017,25.40024542311441,9.834611940670575,167.51428340659874,0.9806566809721708,0.9383162194356394,1.6544620936916299
0,9,9083.0,393.5046133995056,113,116,0.9741379310344828,1.443135527909281,17.04787853866502,14.850988888888889,17.712344444444444,8.642255555555556,28.112699505144345,33.45961510792147,16.681742748726563,245.941742206463,0.9789529994833279,0.8394396377288265,2.7785879690205713
0,9,15910.0,524.274164557457,167,129,1.2945736434108528,1.354054054054054,17.276140768222465,20.259966666666667,24.294422222222224,10.090022222222222,28.1167487767819,33.4877095862473,14.632185467491237,283.6194498756539,0.9833411234490008,0.7730738419164709,3.8907238624379823
0,9,7764.0,358.3919150829315,89,124,0.717741935483871,1.4214322514167954,16.543632766204432,10.147277777777777,12.328777777777777,5.424877777777778,21.81364527921191,26.299604024386113,12.111723475237422,238.3981851619855,0.979123818330405,0.8655182288123056,2.35036235949185
0,9,0.0,0.0,1,1,1.0,0.0,0.0,8.908888888888889,10.3949,5.2283,22.563908962197154,26.265260507856294,13.669233953948472,322.4449937640519,0.9623557546242745,0.8803941556944763,2.0853665466060787
0,9,6505.0,339.0782071352005,84,106,0.7924528301886793,1.368793235972329,17.67471645719015,12.29171111111111,14.54271111111111,7.1386666666666665,25.028493854558135,29.415320614810554,14.962043621555624,329.4313644888387,0.9714418596562426,0.8468060767673462,2.6343594620057615
0,9,38558.5,916.9087198972702,209,243,0.8600823045267489,1.3171414863130049,21.80379425090838,21.977222222222224,27.45243333333333,14.788277777777777,25.64483472045601,31.85714159722362,17.647329868237716,274.7867812627003,0.9858409867044984,0.7493570945338777,4.536004223771094
0,9,13102.0,446.3330405950546,116,147,0.7891156462585034,1.3014806899709968,15.20479187351753,17.948055555555555,21.358,10.222155555555556,29.288674367733613,34.73687909604622,17.067606817146082,234.32941598341557,0.9831611290018913,0.8192804519642038,3.220826274019884
0,9,1.0,4.0,2,2,1.0,4.0,16.0,8.598733333333334,10.46,5.719988888888889,20.28934932848595,24.493546995983337,13.893155964954227,337.3272102101766,0.9669714905710958,0.8715665419538967,2.2027481246170364
0,9,3514.5,227.92387986183167,64,68,0.9411764705882353,1.2382984777350974,14.781418412653485,8.245755555555556,9.8133,4.719188888888889,19.96709637228826,23.525161442331864,11.791529003101662,294.4271902625996,0.9708427327574284,0.8767300945538149,2.1289700902252444
0,9,0.0,0.0,1,1,1.0,0.0,0.0,8.677866666666667,10.2608,5.555144444444444,21.75353220626225,25.506549159513256,14.343155672508141,355.40483395972456,0.9597737786912887,0.8822105004481668,2.047875989565747
0,9,28392.0,962.1463097333908,275,214,1.2850467289719627,2.0727669766131305,32.60515361135468,18.866888888888887,22.350022222222222,9.732133333333334,28.022632783140942,33.02702052023389,14.92369341773901,291.5575813283222,0.9818812495510897,0.8005570313851051,3.5809194158119477
0,9,3.5,7.414213538169861,3,3,1.0,2.5714285714285716,15.705874968451784,15.785944444444445,19.256611111111113,9.2656,26.39180706619264,31.964896121698686,16.059124473713446,470.2014933091725,0.9680959799526637,0.7811511210213358,3.574836639218442
0,9,22079.0,729.9554054737091,273,124,2.2016129032258065,1.5332216132977037,24.133108110887587,14.957255555555555,17.881344444444444,8.696011111111112,26.369073754878972,31.36645800095705,15.896210648379515,209.05799869874684,0.984590775801364,0.8490850425492238,2.8730627212766295
0,9,87.0,45.455843567848206,19,11,1.7272727272727273,2.4022988505747125,23.749812809938934,10.454722222222221,12.397277777777777,6.0608,22.92022675209135,27.013771042245093,13.628880814244758,261.826863513831,0.9759311482022135,0.8669166039203726,2.3776289384313922
0,9,9106.5,377.2619729042053,115,110,1.0454545454545454,1.389117663207599,15.629121638343308,13.550933333333333,16.272388888888887,6.554322222222222,24.95838859684477,29.784985663247795,12.602273348115304,262.6770575646059,0.9802867557287794,0.8433659294608548,2.759179245555886
0,9,9797.5,435.26197242736816,94,147,0.6394557823129252,1.410359785659607,19.336870083323603,13.233177777777778,15.720033333333333,6.955277777777778,25.888637261066133,30.631194825591333,13.962801769565193,227.29157686528487,0.9808655117777801,0.8468637829454297,2.6327844212473663
0,9,0.0,0.0,1,1,1.0,0.0,0.0,9.851377777777778,11.7456,5.557133333333334,22.235538128849193,26.319943274508276,12.862508922532271,271.1074285522533,0.9741048836671622,0.8733535835916609,2.241233738034275
0,9,1.5,7.414213538169861,4,2,2.0,5.333333333333333,36.64704159305416,15.059511111111112,18.066155555555557,7.714244444444445,26.817924614889137,31.960532972510233,14.411705481086555,247.45946238483538,0.9815058824714018,0.8244980715135756,3.0290416756865017
0,9,5247.5,291.5218585729599,75,98,0.7653061224489796,1.4006669842782278,16.19532997157367,10.830133333333333,12.695522222222221,6.2379444444444445,22.895852384802506,26.62857850661277,13.543283460291395,317.51714923024724,0.9727729644329686,0.84757968841954,2.562562022575803
0,9,0.0,2.0,1,2,0.5,0.0,0.0,9.533633333333333,11.188555555555556,6.372733333333334,23.378235888178846,27.397915211080942,15.915564111062269,266.07119485054227,0.9690863096559365,0.8796291209295021,2.0798440839900163
0,9,11358.5,424.4335457086563,118,133,0.8872180451127819,1.3816965268301271,15.859826097004186,14.793677777777777,17.581888888888887,9.14021111111111,26.050921886578546,30.766121425087203,16.44804942031759,246.91874210952153,0.9820275945264125,0.8234234255944766,3.0100514318955782
0,9,50.0,31.313708305358887,13,7,1.8571428571428572,1.82,19.610966556662042,7.4275,8.4914,4.855444444444444,20.284669892282917,23.107813335560575,13.502229170779428,265.14713066222225,0.9663784234944673,0.9018995638525225,1.7685198599645104
0,9,20750.5,1391.2072731256485,194,286,0.6783216783216783,2.6738632804028817,93.27282122347427,12.641155555555555,15.143533333333334,8.250222222222222,23.805086468563864,28.35142203692004,16.03418258165125,477.2274701625261,0.9645440188581036,0.8121020249273432,3.077810978987935
0,9,32477.5,815.7371484041214,263,182,1.445054945054945,1.4738203371564929,20.488864453436612,19.654133333333334,23.4914,10.065722222222222,26.511869011277025,31.242615010697595,14.200151897879104,218.05952370033148,0.988034194015114,0.8070194641299159,3.818394436290137
0,9,0.0,0.0,1,1,1.0,0.0,0.0,12.049155555555556,14.929466666666666,6.526655555555555,22.25845620478309,27.30052751920128,12.88479381688276,356.78460231615605,0.9751009141933169,0.8194937257435774,3.046917652794443
